0	1	2	3	4	5
2341227	778435	How many fire hydrants are there?	One.	Abun adana ruwan gobara nawane a wajan?	Ɗaya.
2361751	1667943	Where is the rebar?	In the hole.	Ina rebar?	A cikin ramin.
2357813	573292	What is in the picture?	Fridge.	Menene a jikin hoton?	Firji.
2316259	926280	What is the main color of the grass?	Green.	Menene ainahin launin ciyawar?	Kore.
2390120	1422381	What time of day is it?	Night.	Da wani lokacin rana ne?	Dare.
2385265	807205	What is sitting next to this person?	A soccer ball.	Me yake zaune kusa da mutumin?	Kwallo.
2383743	232653	How many trucks are pictured?	One.	Manyan mota nawa ne a hoton?	Ɗaya.
2390767	1426133	What is the girl's hair color and style?	Red and long.	Menene launin gashin yarinyar da tsarin sa?	Ja kuma me tsawo.
2379065	812163	How many cups?	One.	Kofuna nawa ne?	Ɗaya.
2413005	1138355	What button is red?	Power button.	Wani madanni ne ja?	Madannin kunnawa?.
2401954	1532314	What is the purpose of the meter?	Parking.	Menene amafanin na'ura din?	Tsayawa.
2367008	1772781	What food is shown?	A hot dog in a bun.	Wani abinci aka nuna?	Hot dog a cikin burodi.
2365888	1750571	What kind of man?	Soldier.	Wani irin mutum ne?	Ɗan sanda.
2358019	381210	What color are the zebras?	Black and white.	Menene launin jakunan dawan?	Baƙi da fari.
2399639	347912	How many elephants are there?	Four.	Giwaye nawa ne a wurin?	Hudu.
2332525	849400	What color are the flowers?	Yellow.	Menene launin furran?	Rawaya.
2411285	1326287	What is the main color of the rocks?	Gray.	Menene ainahin launin duwatsun?	Ruwan toka.
2337956	469344	How many tennis rackets are there?	One.	Abun buga tanis guda nawa ne?	Ɗaya.
2319876	897345	How many benches in front of the water?	Two.	Kujeru nawa ne a gaban ruwan?	Biyu.
2390714	1486684	What is the surfer riding?	Surfboard.	Me mai wasan igiyar ruwa ɗin yake tuƙawa?	Abin hawa igiyar ruwa.
2380353	555263	Who are the men?	Tennis players.	Su waye mazan?	Yan wasan tanis.
2380353	555268	What is the net made of?	String.	Da me akai ragar?	String.
2395604	1576776	What is on the man's back?	A red shirt.	Menene a bayan mutumin?	Jar riga.
2402704	793260	What color is the chair?	Red.	Menene launin kujerar?	Ja.
2366070	1754082	What is on the wall?	Black dots.	Menene a bangon?	Ɗugon baƙi.
2370248	1838894	What type of flooring covers the ground?	Beige tile.	Wani irin daɓe ne akayin ƙasan dashi?	Tayal beige.
2355107	767336	How many people are shown?	Four.	Nawane adadin mutanen da aka nuna?	Huɗu.
2317309	917880	What color is the dress?	Black.	Menene launin rigar?	Baƙa.
2408308	1056959	Where is the mouse?	Next to keyboard.	Ina linzamin kwamfutar?	Kusa da masarrafin kwamfuta.
2398788	1527132	What is the meat product on the plate?	Hot dog.	Wanne irin nama ne a kan farantin?	Hot dog.
2346455	518409	What state is the toilet seat in?	Raised.	A wani yanayi masan yake?	A ɗage.
2379395	492056	Where is the truck?	In the park.	Ina babbar motar take?	A fili wasa.
2401075	475000	How many buses are there?	Two.	Bas nawa ne a wurin?	Biyu.
2361179	1657009	What is the wall color?	White.	Menene launin bangon?	Fari.
2316259	926276	How many animals are in this picture?	Two.	Dabbobi nawa ne a wannan hoton?	Biyu.
2401954	1532319	What is behind the trees?	Buildings.	Menene a bayan bishiyun?	Gininnika.
2326006	790620	What type of container is pictured?	Cup.	Wani irin mazubi ne aka nuna?	Kofi.
2367008	1772782	What amount of hot dogs are shown?	One.	Hot dogs nawa aka nuna?	Ɗaya.
2348490	708651	What is this?	Plane.	Menene wannan?	Jirgin sama.
2317342	917612	What color is the snow?	White.	Menene launin dusar ƙanƙara?	Fari.
2358019	381209	What animals are shown?	Zebras.	Wani dabba aka nuna?	Jakin dawa.
2319876	897340	Where are the people?	By the bench.	Ina mutanen suke?	Kusa da benci.
2380353	555266	What color is court?	Green.	Menene launin filin wasa?	Kore.
2317521	916183	What meat is on the pizza?	Pepperoni.	Wani irin nama ne akan fiza ɗin?	Pepperoni.
2324364	861439	What is pictured?	Pool.	Me aka nuna?	Tafkin.
2370248	627266	What color is the sink?	White.	Menene launi abun wanke hannu ɗin?	Fari.
2355107	767331	What color is the truck nearest the camera?	Red.	Menene launin babbar motar da take kusa da kamera?	Ja.
2316160	927071	What color is the couch?	Brown.	Menene launin kujerar?	Ruwan ƙasa.
2324239	862437	What is the building made of?	Stone.	Da me akayi ginin?	Da dutse.
2362585	1684165	What is open in the building?	A window.	Me yake a buɗe a jikin ginin?	Taga.
2402220	281408	What is white and black?	A sign.	Menene fari da baƙi?	Alama.
2326006	790625	What color are the seat poles?	Silver.	Menene launin pol ɗin jikin abun zaman?	Ruwan azurfa.
2377526	749403	What color is the cow?	Brown.	Menene launin san?	Ruwan ƙasa.
2377526	749409	How many cows are in the photo?	One.	Shanu nawa ne a hoton?	Ɗaya.
2412969	1137405	How many candles are pictured?	Two.	Kyandir nawa aka ɗauka a hoto?	Biyu.
2332525	982640	Where was the photo taken?	In a park.	A ina aka ɗauka hoton?	A gurin shaƙatawa.
2331840	338178	What is the man doing?	Pitching.	Me mutumin yake yi?	Saitawa.
2376927	1976289	What is the hand holding?	A hotdog.	Me hannun yake riƙe da shi?	Hot dog.
2410109	1096742	What are the green vegetables?	Broccoli.	Menene korayen ganyanyakin?	Kabejin brokoli.
2417150	948347	What is this?	A boat.	Menene wannan?	Jirgin ruwa.
2417150	948351	Why is he on the boat?	Sailing.	Meyasa yake cikin jirgin ruwan?	Tafiya cikin jirgin ruwa.
2390714	1486682	What is the wave doing?	Splashing.	Me igiyar ruwan take yi?	Fantsala.
2330621	339133	What color is the writing on the cup?	Green.	Wani launi ne rubutun jikin kofin?	Kore.
2368090	692978	Where is the cross?	In the center.	Ina kusur?	A tsakiyan.
2364594	1725017	Where is the water?	In a glass.	Ina ruwan?	A cikin kofin gilas.
2392896	417287	How many stripes are between the eye and nose?	Four.	Nawane adadin ratsi a tsakanin idon da hanci?	Huɗu.
2411504	164352	How will he stroke the ball?	Using a backhand.	Ya zaiyi ya bugi ƙwallon?	Yin amfani da bayan hannu.
2411981	1114729	What color is the trailer on the gray truck?	White.	Wani launi ne da tirelar kan babbar mota ruwan toka?	Fari.
2359188	1616855	Where is the truck?	On the parking lot.	Ina babbar motar?	A gurin ajiyar mota.
2379395	492058	Why is the truck here?	To sell food.	Meyasa babbar motar take nan?	Don sayar da abinci.
2362211	1676667	What is the woman holding?	A cupcake.	Me matar take riƙe da shi?	Cupcake.
2338866	780331	How many people are wearing purple shirts?	One.	Nawane adadin mutanen da suke sanye da riga ruwan malmo?	Ɗaya.
2361751	1667934	Where is the machinery located?	Kitchen.	A ina jerin mashina suke?	Ɗakin girki.
2387389	613546	How many people are in the picture?	2	Nawane adadin mutanen dake cikin hoton?	2
2385265	807202	How many people are in this photo?	One.	Nawane adadin mutane a cikin hoton?	Ɗaya.
2348828	644400	When is the cat under the blanket?	Now.	Yaushe magen take ƙarƙashin bargon?	Yanzu.
2413005	1138350	What animal is shown?	Cat.	Wacce dabba aka nuna?	Mage.
2403936	1293044	What is next to the boy?	Toilet.	Menene a kusa da yaron?	Masai.
2402220	1258219	What is the shape of the white sign?	Rectangular.	Menene siffar farar alamar?	Murabba'i mai ɗari.
2370375	499276	What is outside the house?	A tree.	Menene a wajan gidan?	Bishiya.
2393564	1565172	What is in the right-side background?	Two blue doors with white frames.	Menene a ɓarin dama a kasan bayan?	Ƙofofi biyu shuɗayi masu zagayan fari.
2369489	1824397	What is behind the sofa on a silver pole?	Lights.	Menene abayan doguwar kujera akan fol mai launin azurfa?	Haske.
2317342	917617	What is on his hands?	Gloves.	Menene a hannunsa?	Safar hannu.
2321949	880754	What type of vehicle is the car?	A nissan.	Wacce irin abin hawa ce motar?	Nisan.
2399639	1406880	Who is holding a shoulder bag?	The woman is holding the shoulder bag.	Wake riƙe da jakar hannu?	Matar tana ratayi da jakar kafaɗa.
2417150	948350	When is this?	Daytime.	Yaushe ne wannan?	Da rana.
2390714	1359277	What is the white stuff in the water?	Seafoam.	Wanne farin abu ne a cikin ruwan?	Kumfar teku.
2395604	798941	What is on the men's faces?	Glasses.	Menene a kan fuskokin mazan?	Gilasai.
2360453	1642053	What is next to the broccoli?	An apple.	Menene a kusa da kabejin borokolin?	Tuffa.
2389474	484003	Where is the dog seen?	Mirror.	A ina aka ga karen?	Madubi.
2402674	1266539	Where was this photo taken?	Skate park.	A ina aka ɗauka hoton?	Gurin sulun allo mai taya.
2408308	189921	How is the desk made?	From wood.	Ta yaya aka haɗa tebur ɗin?	Daga katako.
2316160	927067	Where was this picture taken?	In a living room.	A ina aka ɗauka wannan hoton?	Ɗakin zama.
2359200	316293	What color is the bench?	Blue.	Wanne launi ne benci?	Shuɗi.
2359200	316288	How many people are holding scissors?	One.	Mutane nawa ne suke riƙe da almakashi?	Ɗaya.
2404623	1309165	What is the face made out of?	Couscous.	Da me akayi fuskar?	Kuskus.
2324239	862441	What are the pews made of?	Wood.	Dame akayi bincika?	Katako.
2353674	512639	What design are the giraffes covered in?	Spots.	Wani irin zane raƙuman dawan suke dashi?	Ɗugo ɗugo.
2401075	475006	When was the picture taken?	Daytime.	Da yaushe aka ɗauki hoton?	Da rana.
2336932	589956	What is the color of the table?	Brown.	Menene launin teburin?	Ruwan ƙasa.
2390120	1547005	What is over the tower?	The night sky.	Menene a saman hasumiyar?	Daren sararin samaniya.
2390767	1426137	Where are the freckles?	On the girl's face.	Ina freckles suke?	A fuskar yarinyar.
2413005	152348	What color is the cat?	Orange, Brown, White.	Menene launin magen?	Ruwan lemo, ruwan ƙasa, fari.
2403936	1293043	Who has blue eyes?	The baby.	Waye yake da shuɗin ido?	Jaririn.
2393564	800571	How many people?	1	Mutane nawa?	1
2366013	1752967	Where are the people?	Park.	Ina mutanen suke?	Filin wasa.
2359015	1613349	How is the airplane powered?	Propeller.	Me jirgin yake amfani da?	Abun turawa.
2394543	1506173	What direction is the elephant facing?	To the right.	Wani ɓangare giwar ke kallo?	Dama.
2332525	849398	What color is the grass?	Green.	Menene launin ciyawar?	Kore.
2411285	1326286	What is the main color of the shadows?	Gray.	Menene ainahin launin inuwar?	Ruwan toka.
2331840	338177	What color is the man's shirt?	Blue.	Menene launin rigar mutumin?	Shuɗi.
2330621	339129	How many white cords are plugged in in the background?	Two.	Wayoyi nawa ne farare a jone a kasan bayan?	Biyu.
2330621	339131	Who is starbucks mascot?	Mermaid.	Waye starbucks mascot?	Mermaid.
2392102	1366458	What number cars are on the bus?	Three.	Lambar mota nawa ne a jikin bas ɗin?	Uku.
2395604	1576772	What is in the sky?	Clouds.	Menene a sararin samaniya?	Hadari.
2389358	1479764	What is under the bench?	The shadow.	Menene a ƙasan bencin?	Inuwa.
2336518	398420	What is he using to cover his mouth?	Hands.	Dame yake amfani dashi ya rufe bakin sa?	Hannu.
2355107	767335	How many red trucks are there?	One.	Babbar mota  ja guda nawa ce a wurin?	Ɗaya.
2398788	1465550	What meat is on the plate?	Hot dog.	Wani nama ne akan farantin?	Hot dog.
2327435	533627	How many laptops on the table?	One.	Kwamfutar tafi da gidan ka guda nawa ce akan teburin?	Ɗaya.
2341227	778441	What color is the sidewalk?	Gray.	Menene launin gefen wurin tafiyar?	Ruwan toka.
2362211	1676675	What is in the woman hand?	A cupcake.	Menene a hannun matar?	Kof kek.
2362211	1676690	Who has dark hair?	Woman and man.	Wa yake da baƙin gashi?	Mace da namijin.
2338866	780337	What color are the desktops?	Light brown.	Menene launin kwamfutar kan tebur ɗin?	Ruwan ƙasa me haske.
2338866	780335	What color are the man in the purple shirt's jeans?	Blue.	Menene launin wandon mutumin me sanye da riga ruwan melmo?	Shuɗi.
2416677	944566	What cat is in the sunlight?	The cat on the back of the chair.	Wace magen ce a cikin rana?	Magen da take bayan kujerar.
2320900	889153	How many lilies are there?	None.	Furannin Lili nawa ne a wurin?	Babu.
2387389	613544	What is the woman carrying?	A white handbag.	Me matar take riƙe da?	Farar jakar hannu.
2362585	1684171	What is above the clock face?	A window.	Menene a saman fuskar agogon?	Taga.
2383743	232649	When was this taken?	Daytime.	Da yaushe aka ɗauki wannan?	Da rana.
2383743	232651	Where is this taken?	On a dirt road.	A ina aka ɗauki wannan?	Akan hanya me datti.
2376831	1974414	How is the street made?	Of concrete.	Yaya akayi hanyar?	Da kankare.
2413005	152345	What color is the remote?	Black.	Menene launin rimot ɗin?	Baƙi.
2317342	917610	When was this?	Wintertime.	Da yaushe ne hakan?	Lokacin sanyi.
2327489	661451	What color is the snow?	White.	Wani launi ne ƙanƙarar?	Fari.
2410109	1096730	What color are the peppers?	Red and yellow.	Menene launin tattasan?	Ja da rawaya?.
2410109	1096722	What color are the peppers?	Yellow and red.	Menene launin tattasan?	Rawaya da ja.
2319876	897341	What is the color of the grass?	Green.	Menene launin ciyawar?	Kore.
2317521	916184	How many pizzas are there?	One.	Fiza guda nawa ne a wurin?	Ɗaya.
2366070	694593	What is sticking out of the ground behind the first man?	Poles.	Menene yake tsirowa daga ƙasa bayan namijin farkon?	Pol.
2396267	1388741	What is the dog doing?	No dog.	Me karen yakeyi?	Babu kare.
2368090	692976	What are the pews made of?	Wood.	Da me akayi bencika?	Katako.
2368090	692974	Who is hanging on the cross?	Jesus.	Wa yake reto daga kurus ɗin?	Yesu.
2398788	1527134	What is the food on?	Plate.	Akan me abuncin yake?	Faranti.
2327435	533623	What is the man wearing on around his neck?	A necklace.	Me mutumin yake sanye dashi a zagayen wuyansa?	Sarƙa.
2346455	518408	What color is the toilet?	White.	Menene launin bayan gidan?	Fari.
2346455	518413	Where is the trash can?	Left side of the toilet.	Ina kwandon sharar?	Daga gefen hagun bayan gidan.
2404623	1309177	What part of the broccoli is it?	Crown.	Wani ɓangaren borokili ne wannan?	Saman sa.
2404623	1309171	What is the broccoli, cooked or raw?	Cooked.	Yaya broccolin yake, a dafe ko ɗanye?	A dafe.
2359188	636113	Why is there no empty spot?	Full.	Me yasa babu inda bai cika ba.?	Ya cika.
2353674	512646	What color is the wall?	Beige.	Menene launin bangon?	Biege.
2361179	1657013	Where is the wire placed?	Circular plug in socket.	Ina wayar take ajjiye?	Zagayayyen wurin jonawa.
2335423	271133	What color is the sink?	Silver.	Wani launi ne wajan wanke hannu ɗin?	Ruwan azurfa.
2335423	271134	What is the floor made of?	Tile.	Da me akayi daɓen ƙasan?	Tayal.
2336932	965852	Where is the picture taken?	At a restaurant.	A iana aka ɗauki hoton?	A wurin cin abinci.
2393564	1500926	What is wooden?	The bench.	Menene na katako.?	Bencin.
2348490	708658	When is this?	Daytime.	Yaushe ne wannan?	Da rana.
2369489	1824385	What is the large black object in front of the windows?	A TV.	Menene babba baƙi abu da yake a gaban tagar?	Talabijin.
2352795	513335	When was the photo taken?	Daytime.	Da yaushe aka ɗauki hoton?	Da rana.
2413338	149683	Where is the road?	Behind the woman.	Ina titin yake?	Bayan matar.
2413338	1146147	What color is the guardrail?	Grey.	Menene launin tsaron titin?	Ruwan toka.
2412969	1137397	What is on the bed?	Fur spread, and a pillow.	Menene a kan gadon?	Shinfidar gashi da matashi.
2410109	1096755	How many different vegetables are pictured?	4	Nawa ne adadin kayan lambu daban-daban a hoton?	4
2392102	225971	How many people are in the picture?	1	Nawa ne adadin mutane a cikin hoton?	1
2402704	1267198	What is the black furniture in front of the chair?	An ottoman.	Menene baƙin kayan ɗaki a gaban kujerar?	Ottoman.
2336518	398419	What is the boy doing?	Yawning.	Me yaron yake yi?	Hamma.
2370248	1838885	What sits right above the sink?	Faucet.	Menene ya zauna a saman sink ɗin?	Famfo.
2317309	917879	How many people are in this picture?	Two.	Nawa ne adadin mutane a cikin hoton?	Biyu.
2392896	1370840	What are the yellow objects behind the zebra?	Flowers.	Wasu abubuwa ne rawaya a bayan jakin dawan?	Furanni.
2346455	518411	Where is the sink?	Wall.	Ina sink ɗin?	Bango.
2362211	1676692	What is the woman holding?	Cupcake.	Me matar take riƙe da shi?	Cupcake.
2338866	780333	Where is the desk chair?	At the desk.	Ina kujerar tebur ɗin?	A teburin.
2324239	862439	What are the benches called?	Pews.	Me ake kiran bencinan?	Pews.
2357813	573294	What is on the wall?	Drawings.	Menene a jikin bangon?	Zane-zane.
2361179	1657011	What is in the image?	Microwave.	Menene a cikin hoton?	Microwave.
2335423	966972	Where was the picture taken?	In a kitchen.	A ina aka ɗauka hoton?	A cikin madafa.
2316259	926275	What time is it?	Daytime.	Wani lokaci ne wannan?	Da rana.
2336932	589955	When is the picture taken?	Daytime.	Yaushe aka ɗauka hoton?	Da rana.
2393564	1565177	What is this woman wearing?	A grey sweater and blue jeans.	Me wannan matar take sanye da shi?	Suwaita ruwan toka da shuɗin jeans.
2359015	1613358	Who has a white shirt?	A man.	Wanene yake da farar riga?	Mutumi.
2359015	508359	What day of the week is it?	Tuesday.	Wacce ranar sati ce wannan?	Talata.
2412969	1137416	How big is this bed?	Small.	Yaya girman wannan gadon?	Ƙarami.
2411285	166105	What is the weather like?	Stormy.	Kamar yaya yanayin yake?	Gajimare mai duhu.
2411285	1326283	What is the main color of the field?	Green.	Menene jigon launin Filin?	Kore.
2384006	744219	When is the picture taken?	Daytime.	Yaushe aka ɗauka wannan hoton?	Da rana.
2331840	338180	When was the picture taken?	Daytime.	Yaushe aka ɗauka hoton?	Da rana.
2390714	1486688	Where is the wave breaking?	The ocean.	A ina igiyar ruwan take rarrabewa?	Tekun.
2330621	339130	Where is this coffee from?	Starbucks.	Daga ina wannan kofe yake?	Starbucks.
2389358	1351435	What is on the left top of the picture?	The blue bench is on the left top of the picture.	Menene a saman hagun hoton?	Shuɗin bencin ne a saman hagun hoton.
2317521	916178	What food is there?	Pizza.	Wani abinci ne a gurin?	Fizza.
2336518	965685	Where was the picture taken?	In a restaurant.	A ina aka ɗauka hoton?	A gurin cin abinci.
2396267	1388745	When is the bus arriving?	No bus.	Yaushe bas ɗin zata iso?	Babu bas.
2389474	1480307	What is the first word on the mirror?	Objects.	Menene kalmar  farko a jikin madubin?	Objects.
2402674	1266540	What is on the skater's head?	Hat.	Menene a kan mai sulun allo mai taya?	Hula.
2317309	917877	What is the floor made of?	Tiles.	Da me akayi ƙasan?	Tayel.
2317309	917881	Who is wearing glasses?	A woman.	Waye yake sanye da gilashi?	Mata.
2388762	1348386	How can these two different animals live together?	They are both herbivores and pose no threat.	Ta yaya wa'ennan dabbobi biyu mabanbanta zasu iya rayuwa tare?	Dukkan su maciya ciyawa ne kuma basa janyo barazana.
2360305	1639045	What is in the background?	The building.	Menene a bayan hoton?	Gini.
2416677	944563	How many cats are pictured?	Five.	Nawa ne adadin maguna a hoton?	Biyar.
2324239	862440	How many windows in the top row?	Three.	Nawa ne adadin tagogi a jeren sama?	Uku.
2364371	1720614	What are the ladies drinking?	Beer.	Me ƴan matan suke sha?	Giya.
2401075	1236017	Where are windows?	On the bus.	Ina tagogin?	A jikin bas ɗin.
2316259	926281	Where are these animals?	Farm.	Ina waɗannan dabbobin?	Gona.
2362585	825349	How many towers are in the background?	2	Nawane adadin hasumiya a cikin bayan hoton?	2
2414854	1032181	What color is the man's coat?	Gray.	Menene launin kwat ɗin mutumin?	Ruwan toka.
2383743	232650	What color is the truck?	Black.	Menene launin babbar motar?	Baƙa.
2391201	289551	How many clouds are in the picture?	Zero.	Nawa ne adadin gajimare a cikin hoton?	Sifili.
2370375	1841401	What is this a picture of?	A house that's half torn down.	Hoton menene wannan?	Gidan da rabin shi ya rushe.
2366013	566734	Where is everyone standing?	On the grass.	A ina kowa yake tsaye?	A kan ciyawa.
2366013	566732	What kind of day is it?	Cloudy.	Wacce irin rana ce wannan?	Mai gajimare.
2366013	1752964	What is in the sky?	Kites.	Menene a sama?	Jirgin leda.
2367008	1772755	What is the red condiment?	Ketchup.	Menene jan sinadarin?	Ketchup.
2367008	1772769	Where is mustard?	Hot dog.	Ina mustard?	Hot dog.
2394543	1443688	What is growing around the fencing?	Trees.	Menene yake girma a zagaye da shingen?	Bishiyoyi.
2358019	381211	What pattern are the zebras?	Striped.	Wani tsari ne da jakin dawan?	Mai ratsi.
2352795	513338	What color is the inside of the car?	Black.	Wani launi ne cikin motar?	Baƙi.
2384006	744222	What is the color of the grass?	Green.	Wani launi ne ciyawar?	Kore.
2352795	513337	Where was the photo taken?	In a car.	A ina aka dauka hoton?	A cikin mota.
2321949	880755	Why was this photo taken?	To advertise.	Me yasa aka dauka wannan hoton?	Don talla.
2376927	1976262	What is the yellow colored sauce?	Mustard.	Menene mai miya mai launin ɗorawa?	Mustard.
2319876	897339	What is the color of the flowers?	Purple.	Menene launin furannin?	Ruwan malmo.
2415522	935325	When was the photo taken?	During the day.	Yaushe aka ɗauka hoton?	Da rana.
2389358	356149	What color is the sidewalk?	Brown.	Menene launin gefen hanyan?	Ruwan ƙasa.
2389358	1418077	What is on the ground?	Lines.	Menene a ƙasa?	Layuka.
2366070	1754071	When does the scene take place?	During daytime.	Yaushe yanayin ya faru?	Lokacin rana.
2366070	1754074	Where is the frisbee?	In the man's hand.	Ina firisbi ɗin?	A hannun mutumin.
2396267	734408	What color is the tail light?	Red.	Wani launi ne hasken jelar?	Ja.
2324364	861438	Who took the photo?	Parent.	Wanene ya ɗauka hoton?	Iyaye.
2402674	1266548	Who is on the railing?	Skater's friend.	Waye a kan shingen?	Abokin mai sullun allo mai taya.
2317309	970576	Where was this picture taken?	The picture was taken in a building.	A ina aka ɗauka wannan hoton?	An ɗauka hoton a cikin ginin.
2327435	533625	Where is the man?	On the couch.	Ina mutumin?	A kan kujerar.
2406272	1180270	What kind of dog is pictured?	German shepherd.	Wani irin kare ne a hoton?	German shepherd.
2319315	961687	What color are the bear's pants?	Blue.	Menene launin wandon dabbar beya ɗin?	Shuɗi.
2338866	780330	Where is the man in the blue shirt sitting?	On the desk.	A ina mutumin cikin shuɗiyar riga yake zaune?	A kan tebur.
2353674	512641	What color are the giraffes?	Brown and yellow.	Menene launin raƙuman dawan?	Ruwan ƙasa da ruwan ɗorawa.
2353674	512644	Where was this photo taken?	At an animal exhibit.	A ina aka ɗauka wannan hoton?	A gurin nuna dabbobi.
2361751	1667949	What is in the hole?	Rebar.	Menene a cikin ramin?	Rebar.
2401075	1236016	Where is the bus?	In the street.	Ina bas ɗin?	A titin.
2357813	573298	Where is the lamp?	On the shelf.	Ina fitilar?	A kan ma'ajiya.
2361179	1657026	What is behind the microwave?	Cord.	Menene a bayan makuroweb ɗin?	Waya.
2414854	1032176	What is the length of the tie?	Super long.	Menene tsayin ɗamarar wuyan?	Tsayi sosai.
2383743	232648	What vehicle is pictured?	A truck.	Wani abin hawa ne a hoton?	Babbar mota.
2379065	969977	Where was the photo taken?	At a table in a restaurant.	A ina aka ɗauka hoton?	Akan tebur ɗin gurin cin abinci.
2348828	644398	What color is the blanket?	Blue.	Menene launin bargon?	Shuɗi.
2403936	1293048	Who is barefoot?	The baby.	Waye marar takalmi?	Jaririn.
2402220	281410	How many signs are in the photo?	Two.	Nawane adadin alamu a cikin hoton?	Biyu.
2366013	1752960	What is the weather like?	Cloudy.	Kamar yaya yanayin yake?	Mai gajimare.
2359015	1613353	What is on the side of the airplane?	Name.	Menene a jikin gefen jirgin saman?	Suna.
2317342	917615	Where is he?	Ski slope.	Ina yake?	Gangarar sulun ƙanƙara.
2384006	744225	How many people are there?	1	Nawane adadin mutane a gurin?	1
2337956	469345	What color is the man's shirt?	White.	Menene launin rigar mutumin?	Fara.
2395604	798945	What color is the sky?	Blue.	Menene launin sararin samaniya?	Shuɗi.
2402704	1267205	Where are beige bricks?	On the wall.	Ina jan bulo mai launin beige?	A jikin bango.
2339054	524335	Where is this location?	Living room.	Ina ne wannan gurin?	Ɗakin zama.
2339054	524339	How many people are there?	One.	Nawane adadin mutane a gurin?	Ɗaya.
2317521	916182	What color is the counter?	Brown.	Menene launin kantar?	Ruwan ƙasa.
2360453	1642043	What kind of apples?	Red and yellow.	Wasu irin tuffa?	Ja da ruwan ɗorawa.
2327375	533676	When was this?	Daytime.	Yaushe ne wannan?	Da rana.
2355107	767337	What color are the tree leaves?	Green.	Menene launin ganyenyakin bishiya?	Kore.
2389474	1480306	What has a blue cap?	Fire hydrant.	Menene yakeda shuɗin murfi?	Famfon gobara.
2328574	532722	What is the girl doing?	Playing a game.	Me yarinyar takeyi?	Yin wasa.
2408308	1056983	What color is the chair pad?	Green.	Menene launin yadin kujerar?	Kore.
2364594	1725009	What is white and paper?	A plate.	Menene fari kuma takarda?	Farantin.
2398788	1527140	What is in the glass?	Ice.	Menene a cikin gilas?	Ƙanƙara.
2388762	1539588	What animals are in the distance?	Gazelles.	Wasu dabbobi ne a nesa?	Gazelles.
2360305	1639050	What is the structure overhead?	Metal and glass.	Wanne abu aka kafa a saman kai?	Ƙarfe da gilas.
2401075	1236020	What do the white lines do?	Separate traffic.	Me fararen layukan sukeyi?	Rarraba jerin ababan hawa.
2320900	889148	What color are all the vases?	Pink.	Wani launi ne da duka tukwanen furannin?	Ruwan hoda.
2357813	573293	What color is the fridge?	White.	Menene launin firjin?	Fari.
2387389	613541	What is the woman doing?	Using her mobile phone.	Me matar take yi?	Amfani da wayar hannun ta.
2389027	1478329	What body part is pictured on the building?	Hand.	Wani ɓangaren jiki ne a hoton jikin ginin?	Hannu.
2390120	1355782	What is the tower made of?	Stone.	Da me akayi hasumiyar?	Dutse.
2385265	807208	What color is the grass?	Green.	Menene launin ciyawar?	Kore.
2414854	1032194	What color is man's shirt?	Gray.	Menene launin rigar mutumin?	Ruwan toka.
2348828	644402	How many cats are there?	1	Nawane adadin mage a gurin?	1
2365284	1738663	What is below the mirror?	A wooden table.	Menene daga ƙasan madubin?	Teburin katako.
2384006	744223	What is the girl doing?	Playing.	Me yarinyar takeyi?	Wasa.
2417150	983995	Where is this scene?	On the water.	Ina ne wurin nan?	Akan ruwa.
2317521	916181	What is on the pizza?	Cheese.	Menene akan fiza?	Cikwi.
2336518	398421	What is the man wearing?	Glasses.	Me mutumin yake sanye da?	Tabarau.
2328574	532721	Who is playing a game?	The girl.	Waye yake wasa.?	Yarinyar.
2404623	1309173	What does the food look like?	Face.	Da me abincin yayi kama?	Fuska.
2411981	1114738	Where are white lines?	On the ground.	Ina fararen layikan?	A ƙasa.
2341227	778438	Why is this atmosphere so dark?	It is nighttime.	Me yasa yanayin yayi duhu?	Lokacin dare ne.
2416677	944562	Where are the cats?	On a chair.	Ina magunan suke?	Akan kujera.
2353674	512640	What color is the vegetation?	Green.	Menene launin  ciyayin?	Kore.
2357813	573295	What color is the walls?	Porcelain.	Menene launin bangon?	Porcelain.
2389027	1349662	What is holding up the sign?	Post.	Me yake riƙe alamar?	Sanda.
2336932	589962	How many glasses are there?	4	Kofin tangaran nawa ne a wurin?	4
2336932	589960	Where is the plate?	In the table.	Ina farantain yake?	Akan tebur.
2390767	1359550	How is the girl's hair length?	Long.	Yaya tsawon gashin yarinyar yake?	Dogo.
2348828	644403	What color is the cat?	Orange.	Menene launin kyanwar?	Ruwan lemo.
2369489	1824395	What is the sofa called?	Futon.	Menene sunan kujerar?	Futon.
2412969	1137421	How many pillows are on the bed?	1	Filalluka nawa ne akan gadon?	1
2321949	880758	What color is the truck?	White.	Menene launin babbar motar?	Fari.
2376927	1976275	Where is the mustard?	On the hotdog.	Ina mustard yake?	Akan hotdog.
2319876	897338	What is on the bushes?	Flowers.	Menene akan ciyayin?	Furrai.
2360453	1642036	What is this vegetable?	Broccoli.	Menene wannan kayan lambun?	Broccoli.
2327375	533671	Who is present?	People.	Wa yake nan?	Mutane.
2328574	532719	What is on the table?	A drink.	Menene akan teburin?	Abunsha.
2408308	1056978	What color is the chair's seat?	Green.	Menene launin wurin zaman kan kujerar?	Kore.
2316160	927072	What type of floor is shown?	Wood.	Wanne irin daɓe aka nuna?	Katako.
2364594	1725021	What is on the plate?	Hotdogs.	Menene akan faranatin?	Hot dogs.
